title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	cell type:ch1	time post-treatment:ch1	tissue:ch1	treatment agent:ch1
DendriticCell-Control-1 [HG-U133A]	GSM565366	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565366/suppl/GSM565366.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-Control-2 [HG-U133A]	GSM565367	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565367/suppl/GSM565367.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-Control-3 [HG-U133A]	GSM565368	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565368/suppl/GSM565368.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-Control-4 [HG-U133A]	GSM565369	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565369/suppl/GSM565369.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-Control-5 [HG-U133A]	GSM565370	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565370/suppl/GSM565370.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-Control-6 [HG-U133A]	GSM565371	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: NA	time post-treatment: control	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting dendritic cells from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565371/suppl/GSM565371.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	control	peripheral blood	NA
DendriticCell-LPSstimulated-1 [HG-U133A]	GSM565372	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565372/suppl/GSM565372.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
DendriticCell-LPSstimulated-2 [HG-U133A]	GSM565373	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565373/suppl/GSM565373.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
DendriticCell-LPSstimulated-3 [HG-U133A]	GSM565374	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565374/suppl/GSM565374.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
DendriticCell-LPSstimulated-4 [HG-U133A]	GSM565375	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565375/suppl/GSM565375.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
DendriticCell-LPSstimulated-5 [HG-U133A]	GSM565376	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565376/suppl/GSM565376.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
DendriticCell-LPSstimulated-6 [HG-U133A]	GSM565377	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	CD14+ cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: CD14+ cells	treatment agent: LPS	time post-treatment: 24 hrs	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from dendritic cells from peripheral blood 24 hrs following LPS activation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565377/suppl/GSM565377.CEL.gz	22283	Reanalyzed by: GSE86363	CD14+ cells	24 hrs	peripheral blood	LPS
Neutrophil-Resting-1 [HG-U133A]	GSM565378	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Neutrophils from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Neutrophils	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting neutrophils from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565378/suppl/GSM565378.CEL.gz	22283	Reanalyzed by: GSE86363	Neutrophils	NA	peripheral blood	NA
Neutrophil-Resting-2 [HG-U133A]	GSM565379	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Neutrophils from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Neutrophils	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting neutrophils from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565379/suppl/GSM565379.CEL.gz	22283	Reanalyzed by: GSE86363	Neutrophils	NA	peripheral blood	NA
Neutrophil-Resting-3 [HG-U133A]	GSM565380	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Neutrophils from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Neutrophils	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting neutrophils from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565380/suppl/GSM565380.CEL.gz	22283	Reanalyzed by: GSE86363	Neutrophils	NA	peripheral blood	NA
Neutrophil-Resting-4 [HG-U133A]	GSM565381	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Neutrophils from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Neutrophils	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting neutrophils from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565381/suppl/GSM565381.CEL.gz	22283	Reanalyzed by: GSE86363	Neutrophils	NA	peripheral blood	NA
Neutrophil-Resting-5 [HG-U133A]	GSM565382	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Neutrophils from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Neutrophils	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting neutrophils from peripheral blood	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565382/suppl/GSM565382.CEL.gz	22283	Reanalyzed by: GSE86363	Neutrophils	NA	peripheral blood	NA
