GSM,GSE,GPL,val,technology,title,ReadLength,cell.type,ReadsType
GSM2753259,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753277,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753288,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753272,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753273,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753290,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753260,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753257,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753261,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753268,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753274,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753289,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM2753264,GSE103068,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),95,B.cells,PAIRED
GSM3019902,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),98.5768306,memory.B.cells,PAIRED
GSM3019901,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),98.67008711,B.cells,PAIRED
GSM3019903,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),99.37212574,memory.B.cells,PAIRED
GSM2645545,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),99.4285919,CD8.T.cells,PAIRED
GSM2645551,GSE99531,GPL20301,CD8+ T cells,high-throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),99.61991422,CD8.T.cells,PAIRED
GSM3019897,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),99.67536111,B.cells,PAIRED
GSM3019898,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),99.69789861,memory.B.cells,PAIRED
GSM3019899,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),99.90369563,memory.B.cells,PAIRED
GSM2716762,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716764,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716766,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716756,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716754,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716755,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716760,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716752,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716757,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716753,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716761,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716767,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716769,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716763,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716758,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716759,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716768,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2716765,GSE101821,GPL18460,MV-4-11-B cells,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM2807000,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2807001,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806990,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806987,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806993,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806985,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806992,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806986,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806991,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806984,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806994,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2806995,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD4.T.cells,PAIRED
GSM2859462,GSE107011;GSE107019,GPL11154,Non classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859487,GSE107011;GSE107019,GPL11154,Switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859452,GSE107011;GSE107019,GPL11154,Naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD4.T.cells,PAIRED
GSM2859436,GSE107011;GSE107019,GPL11154,DZQV_mDC_rep4,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM2859428,GSE107011;GSE107019,GPL11154,Exhausted B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2859447,GSE107011;GSE107019,GPL11154,T regulatory cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2859465,GSE107011;GSE107019,GPL11154,925L_mDC_rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM2859463,GSE107011;GSE107019,GPL11154,Natural killer cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM2859497,GSE107011;GSE107019,GPL11154,Naive CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2859455,GSE107011;GSE107019,GPL11154,Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.B.cells,PAIRED
GSM2859433,GSE107011;GSE107019,GPL11154,Non classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859526,GSE107011;GSE107019,GPL11154,Natural killer cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM2859494,GSE107011;GSE107019,GPL11154,9JD4_mDC_rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM2859461,GSE107011;GSE107019,GPL11154,Intermediate monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859489,GSE107011;GSE107019,GPL11154,Classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859460,GSE107011;GSE107019,GPL11154,Classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859427,GSE107011;GSE107019,GPL11154,Non-switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859484,GSE107011;GSE107019,GPL11154,Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.B.cells,PAIRED
GSM2859437,GSE107011;GSE107019,GPL11154,Low-density neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM2859457,GSE107011;GSE107019,GPL11154,Exhausted B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2859485,GSE107011;GSE107019,GPL11154,Non-switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859481,GSE107011;GSE107019,GPL11154,Naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD4.T.cells,PAIRED
GSM2859431,GSE107011;GSE107019,GPL11154,Classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859419,GSE107011;GSE107019,GPL11154,T regulatory cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2859523,GSE107011;GSE107019,GPL11154,Classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859471,GSE107011;GSE107019,GPL11154,Terminal effector CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2859468,GSE107011;GSE107019,GPL11154,Naive CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2859491,GSE107011;GSE107019,GPL11154,Non classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859432,GSE107011;GSE107019,GPL11154,Intermediate monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859511,GSE107011;GSE107019,GPL11154,T regulatory cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2859529,GSE107011;GSE107019,GPL11154,Low-density neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM2859528,GSE107011;GSE107019,GPL11154,G4YW_mDC_rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,myeloid.dendritic.cells,PAIRED
GSM2859456,GSE107011;GSE107019,GPL11154,Non-switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859476,GSE107011;GSE107019,GPL11154,T regulatory cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,regulatory.T.cells,PAIRED
GSM2859458,GSE107011;GSE107019,GPL11154,Switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859495,GSE107011;GSE107019,GPL11154,Low-density neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM2859525,GSE107011;GSE107019,GPL11154,Non classical monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859518,GSE107011;GSE107019,GPL11154,Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.B.cells,PAIRED
GSM2859492,GSE107011;GSE107019,GPL11154,Natural killer cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM2859486,GSE107011;GSE107019,GPL11154,Exhausted B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2859520,GSE107011;GSE107019,GPL11154,Exhausted B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM2859524,GSE107011;GSE107019,GPL11154,Intermediate monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859429,GSE107011;GSE107019,GPL11154,Switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859426,GSE107011;GSE107019,GPL11154,Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.B.cells,PAIRED
GSM2859506,GSE107011;GSE107019,GPL11154,Terminal effector CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2859519,GSE107011;GSE107019,GPL11154,Non-switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859434,GSE107011;GSE107019,GPL11154,Natural killer cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,NK.cells,PAIRED
GSM2859466,GSE107011;GSE107019,GPL11154,Low-density neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,neutrophils,PAIRED
GSM2859424,GSE107011;GSE107019,GPL11154,Naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD4.T.cells,PAIRED
GSM2859414,GSE107011;GSE107019,GPL11154,Terminal effector CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2859521,GSE107011;GSE107019,GPL11154,Switched memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,memory.B.cells,PAIRED
GSM2859442,GSE107011;GSE107019,GPL11154,Terminal effector CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2859411,GSE107011;GSE107019,GPL11154,Naive CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2859490,GSE107011;GSE107019,GPL11154,Intermediate monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,monocytic.lineage,PAIRED
GSM2859439,GSE107011;GSE107019,GPL11154,Naive CD8 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD8.T.cells,PAIRED
GSM2859516,GSE107011;GSE107019,GPL11154,Naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD4.T.cells,PAIRED
GSM2934397,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934400,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934398,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934399,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934393,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934395,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934390,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934394,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934392,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934396,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934389,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934391,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934381,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934379,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934380,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934377,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934384,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934382,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934378,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934383,GSE109161,GPL16791,Peripheral Blood CD8+ T Cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,CD8.T.cells,PAIRED
GSM2934387,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934386,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934388,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM2934385,GSE109161,GPL16791,CD19,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),100,B.cells,PAIRED
GSM3039821,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM3039822,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM3043276,GSE111880,GPL18460,Raji B cell,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM3043275,GSE111880,GPL18460,Raji B cell,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,B.cells,PAIRED
GSM3071069,GSE112483,GPL18460,NK,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,NK.cells,PAIRED
GSM3071068,GSE112483,GPL18460,NK,high-throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),100,NK.cells,PAIRED
GSM782162,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM782165,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM782163,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM782160,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM782164,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM782161,GSE31278;GSE31486,GPL10999,B cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),100,B.cells,PAIRED
GSM1519053,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519051,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519052,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519048,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519054,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519055,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519050,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1519049,GSE62056;GSE62058,GPL11154,Diffuse large B cell lymphoma,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,B.cells,PAIRED
GSM1527720,GSE62483;GSE62486,GPL11154,Naive CD4+ cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),100,naive.CD4.T.cells,PAIRED
